	index	Date	HomeTeam	AwayTeam	FTHG	FTAG	HS	AS	HST	AST	HTHG	HTAG	HF	AF	FTR	HTR	HY	AY	HR	AR	WHH	WHD	WHA	Season	watch	AGS	AGA	AYC	ARC	AWW	HGS	HGA	HYC	HRC	HWW
104	116	2000-11-04	Tottenham	Sunderland	2	1	11	12	6	3	1	0	18	9	H	H	1	0	1	0	1.9	3.25	3.4	00	0	0.8181818181818182	1.0	2.1818181818181817	0.09090909090909091	0.09090909090909091	1.3636363636363635	1.5454545454545454	1.1818181818181819	0.0	0.36363636363636365
105	117	2000-11-05	Everton	Aston Villa	0	1	14	4	6	1	0	0	17	23	A	D	3	2	0	0	2.37	3.1	2.62	00	0	1.3	0.9	1.7	0.1	0.2	1.2727272727272727	1.7272727272727273	1.8181818181818181	0.09090909090909091	0.36363636363636365
106	118	2000-11-06	Derby	West Ham	0	0	14	6	2	6	0	0	14	18	D	D	1	1	0	0	2.62	3.1	2.37	00	0	1.1818181818181819	1.2727272727272727	2.090909090909091	0.09090909090909091	0.18181818181818182	1.4545454545454546	2.5454545454545454	2.272727272727273	0.09090909090909091	0.7272727272727273
107	119	2000-11-11	Arsenal	Derby	0	0	15	9	9	2	0	0	12	13	D	D	0	2	0	0	1.16	5.5	12.0	00	0	1.3333333333333333	2.3333333333333335	2.166666666666667	0.08333333333333333	0.6666666666666666	1.9166666666666667	0.8333333333333334	1.0833333333333333	0.16666666666666666	0.25
108	120	2000-11-11	Aston Villa	Tottenham	2	0	11	3	6	2	1	0	15	13	H	H	0	3	0	0	1.8	3.1	4.0	00	0	1.4166666666666667	1.5	1.1666666666666667	0.08333333333333333	0.3333333333333333	1.2727272727272727	0.8181818181818182	1.7272727272727273	0.09090909090909091	0.18181818181818182
109	121	2000-11-11	Bradford	Everton	0	1	11	9	6	4	0	0	8	18	A	D	1	2	0	0	2.5	3.1	2.5	00	0	1.1666666666666667	1.6666666666666667	1.9166666666666667	0.08333333333333333	0.3333333333333333	0.4166666666666667	1.5833333333333333	1.4166666666666667	0.08333333333333333	0.08333333333333333
110	122	2000-11-11	Ipswich	Charlton	2	0	30	7	13	4	0	0	8	12	H	D	0	2	0	0	1.83	3.2	3.75	00	0	1.5833333333333333	1.5	1.2499999999999998	0.16666666666666666	0.4166666666666667	1.4166666666666667	1.1666666666666667	0.6666666666666666	0.0	0.16666666666666666
111	123	2000-11-11	Leicester	Newcastle	1	1	8	7	4	1	0	0	7	8	D	D	1	1	0	0	2.2	3.2	2.8	00	0	1.0833333333333333	0.9166666666666666	0.75	0.08333333333333333	0.16666666666666666	0.8333333333333334	0.5833333333333334	1.4166666666666667	0.0	0.0
112	124	2000-11-11	Man United	Middlesbrough	2	1	18	5	11	1	0	1	5	10	H	A	0	0	0	0	1.16	5.5	12.0	00	0	1.3333333333333333	1.5833333333333333	2.4166666666666665	0.08333333333333333	0.4166666666666667	2.75	0.75	1.0833333333333333	0.0	0.4166666666666667
113	125	2000-11-11	Sunderland	Southampton	2	2	11	10	5	5	1	1	13	21	D	D	1	1	0	0	1.66	3.3	4.5	00	1	1.25	1.8333333333333333	1.6666666666666667	0.0	0.4166666666666667	0.8333333333333334	1.0833333333333333	2.0	0.08333333333333333	0.08333333333333333
114	126	2000-11-11	West Ham	Man City	4	1	22	10	11	5	0	1	7	7	H	A	1	1	0	0	1.72	3.2	4.33	00	1	1.1666666666666667	1.6666666666666667	1.9166666666666667	0.08333333333333333	0.3333333333333333	1.0833333333333333	1.1666666666666667	2.0	0.08333333333333333	0.16666666666666666
115	127	2000-11-12	Chelsea	Leeds	1	1	12	11	7	3	0	0	19	24	D	D	4	4	0	0	1.8	3.3	3.75	00	0	1.7272727272727273	1.5454545454545454	1.3636363636363635	0.0	0.45454545454545453	2.0	1.4166666666666667	1.75	0.08333333333333333	0.4166666666666667
116	128	2000-11-12	Liverpool	Coventry	4	1	19	10	13	5	1	0	10	12	H	H	1	0	0	0	1.33	4.0	8.0	00	1	1.0	2.0	1.8333333333333333	0.25	0.25	1.9166666666666667	1.5	1.5833333333333333	0.16666666666666666	0.5
117	129	2000-11-18	Charlton	Chelsea	2	0	10	13	6	3	1	0	18	22	H	H	2	3	0	0	3.4	3.25	1.9	00	0	1.9230769230769231	1.3846153846153846	1.9230769230769231	0.07692307692307693	0.38461538461538464	1.4615384615384615	1.5384615384615385	1.3076923076923075	0.15384615384615385	0.38461538461538464
118	130	2000-11-18	Derby	Bradford	2	0	7	7	3	4	0	0	10	18	H	D	3	1	0	0	1.72	3.4	4.0	00	0	0.38461538461538464	1.5384615384615385	1.3846153846153846	0.07692307692307693	0.07692307692307693	1.2307692307692308	2.1538461538461537	2.153846153846154	0.07692307692307693	0.6153846153846154
119	131	2000-11-18	Everton	Arsenal	2	0	4	4	2	2	0	0	20	12	H	D	3	1	0	0	4.0	3.4	1.72	00	0	1.7692307692307692	0.7692307692307693	1.0	0.15384615384615385	0.23076923076923078	1.1538461538461537	1.5384615384615385	1.9230769230769231	0.07692307692307693	0.3076923076923077
120	132	2000-11-18	Leeds	West Ham	0	1	15	4	6	3	0	1	14	19	A	A	1	1	0	0	1.57	3.5	5.0	00	0	1.3076923076923077	1.1538461538461537	1.9230769230769231	0.07692307692307693	0.23076923076923078	1.6666666666666667	1.5	1.5833333333333333	0.0	0.4166666666666667
121	133	2000-11-18	Man City	Man United	0	1	10	8	4	4	0	1	13	8	A	A	3	1	0	0	6.0	3.4	1.5	00	0	2.6923076923076925	0.7692307692307693	1.0	0.0	0.38461538461538464	1.1538461538461537	1.8461538461538463	1.8461538461538463	0.07692307692307693	0.38461538461538464
122	134	2000-11-18	Middlesbrough	Leicester	0	3	11	9	4	7	0	2	8	12	A	A	3	1	0	0	2.37	3.1	2.62	00	0	0.8461538461538461	0.6153846153846154	1.3846153846153846	0.0	0.0	1.3076923076923077	1.6153846153846154	2.230769230769231	0.07692307692307693	0.38461538461538464
123	135	2000-11-18	Newcastle	Sunderland	1	2	19	9	9	6	1	0	17	26	A	H	1	3	0	0	1.72	3.2	4.33	00	1	0.9230769230769231	1.1538461538461537	1.9230769230769231	0.07692307692307693	0.15384615384615385	1.0769230769230769	0.9230769230769231	0.7692307692307693	0.07692307692307693	0.15384615384615385
124	136	2000-11-18	Southampton	Aston Villa	2	0	7	9	3	3	2	0	10	10	H	H	0	0	0	0	2.62	3.1	2.37	00	0	1.3333333333333333	0.75	1.5833333333333333	0.08333333333333333	0.16666666666666666	1.3076923076923077	1.8461538461538463	1.6153846153846154	0.0	0.46153846153846156
125	137	2000-11-19	Tottenham	Liverpool	2	1	6	9	4	4	2	1	11	13	H	H	1	2	0	0	2.75	3.2	2.25	00	0	2.076923076923077	1.4615384615384615	1.5384615384615385	0.15384615384615385	0.5384615384615384	1.3076923076923077	1.5384615384615385	1.3076923076923077	0.07692307692307693	0.3076923076923077
126	138	2000-11-20	Coventry	Ipswich	0	1	12	10	5	4	0	0	10	12	A	D	1	1	0	0	2.5	3.1	2.5	00	0	1.4615384615384615	1.0769230769230769	0.6153846153846154	0.0	0.15384615384615385	1.0	2.1538461538461537	1.6923076923076923	0.23076923076923078	0.3076923076923077
127	139	2000-11-25	Charlton	Sunderland	0	1	10	8	2	3	0	0	16	16	A	D	0	1	0	0	2.1	3.2	3.0	00	0	1.0	1.1428571428571428	2.0	0.07142857142857142	0.21428571428571427	1.5	1.4285714285714286	1.357142857142857	0.14285714285714285	0.35714285714285715
128	140	2000-11-25	Coventry	Aston Villa	1	1	10	7	2	4	0	1	9	19	D	A	1	2	0	0	2.75	3.1	2.3	00	0	1.2307692307692308	0.8461538461538461	1.4615384615384615	0.07692307692307693	0.15384615384615385	0.9285714285714286	2.0714285714285716	1.6428571428571428	0.21428571428571427	0.2857142857142857
129	141	2000-11-25	Derby	Man United	0	3	1	12	0	7	0	0	12	12	A	D	2	1	0	0	6.5	3.6	1.44	00	0	2.5714285714285716	0.7142857142857143	1.0	0.0	0.35714285714285715	1.2857142857142858	2.0	2.2142857142857144	0.07142857142857142	0.5714285714285714
130	142	2000-11-25	Everton	Chelsea	2	1	11	10	5	6	0	1	11	18	H	A	0	3	0	1	2.5	3.25	2.4	00	0	1.7857142857142858	1.4285714285714286	2.0	0.07142857142857142	0.35714285714285715	1.2142857142857142	1.4285714285714286	2.0	0.07142857142857142	0.2857142857142857
131	143	2000-11-25	Man City	Ipswich	2	3	9	11	4	4	0	2	8	5	A	A	0	2	0	0	2.37	3.1	2.62	00	1	1.4285714285714286	1.0	0.6428571428571429	0.0	0.14285714285714285	1.0714285714285714	1.7857142857142858	1.9285714285714286	0.07142857142857142	0.35714285714285715
132	144	2000-11-25	Middlesbrough	Bradford	2	2	14	9	9	5	0	2	17	18	D	A	0	2	1	0	1.61	3.5	4.5	00	1	0.35714285714285715	1.5714285714285714	1.3571428571428572	0.07142857142857142	0.07142857142857142	1.2142857142857142	1.7142857142857142	2.2857142857142856	0.07142857142857142	0.35714285714285715
133	145	2000-11-25	Southampton	West Ham	2	3	10	14	5	8	1	2	12	10	A	A	1	2	0	0	2.25	3.2	2.75	00	1	1.2857142857142858	1.0714285714285714	1.8571428571428572	0.07142857142857142	0.21428571428571427	1.3571428571428572	1.7142857142857142	1.5	0.0	0.42857142857142855
134	146	2000-11-25	Tottenham	Leicester	3	0	15	11	7	5	2	0	21	15	H	H	1	3	0	1	1.9	3.4	3.25	00	0	1.0	0.5714285714285714	1.3571428571428572	0.0	0.0	1.3571428571428572	1.5	1.2857142857142858	0.07142857142857142	0.2857142857142857
135	147	2000-11-26	Leeds	Arsenal	1	0	12	9	6	3	0	0	19	22	H	D	1	7	0	0	2.62	3.25	2.3	00	0	1.6428571428571428	0.8571428571428571	1.0	0.14285714285714285	0.21428571428571427	1.5384615384615385	1.4615384615384615	1.5384615384615385	0.0	0.38461538461538464
136	148	2000-11-26	Newcastle	Liverpool	2	1	9	13	6	9	1	0	17	15	H	H	3	2	0	0	2.5	3.1	2.5	00	1	2.0000000000000004	1.5	1.5714285714285714	0.14285714285714285	0.5	1.0714285714285714	1.0	0.7857142857142857	0.07142857142857142	0.21428571428571427
137	149	2000-12-02	Arsenal	Southampton	1	0	24	7	12	5	0	0	14	15	H	D	0	2	0	0	1.28	4.5	8.0	00	0	1.4	1.8	1.4666666666666666	0.0	0.4666666666666667	1.5333333333333334	0.8666666666666667	1.4	0.13333333333333333	0.2
138	150	2000-12-02	Aston Villa	Newcastle	1	1	8	9	4	5	1	0	11	12	D	H	2	1	0	0	1.9	3.25	3.4	00	0	1.1333333333333333	1.0	0.9333333333333333	0.06666666666666667	0.26666666666666666	1.2142857142857142	0.8571428571428571	1.5	0.07142857142857142	0.14285714285714285
139	151	2000-12-02	Bradford	Coventry	2	1	10	13	6	7	0	0	11	12	H	D	3	2	0	0	2.25	3.2	2.75	00	0	0.9333333333333333	2.0000000000000004	1.6	0.2	0.26666666666666666	0.4666666666666667	1.6	1.4	0.06666666666666667	0.13333333333333333
140	152	2000-12-02	Ipswich	Derby	0	1	11	3	5	3	0	1	13	13	A	A	1	1	0	0	1.53	3.4	5.5	00	0	1.2	2.066666666666667	2.2	0.06666666666666667	0.5333333333333333	1.5333333333333334	1.0666666666666667	0.7333333333333333	0.0	0.2
141	153	2000-12-02	Leicester	Leeds	3	1	8	12	5	4	3	0	10	7	H	H	1	2	0	1	2.5	3.1	2.5	00	1	1.5	1.3571428571428572	1.5	0.0	0.35714285714285715	0.9333333333333333	0.7333333333333333	1.4666666666666666	0.06666666666666667	0.0
142	154	2000-12-02	Liverpool	Charlton	3	0	13	7	3	2	1	0	10	9	H	H	1	1	0	0	1.36	3.75	8.0	00	0	1.4	1.4	1.2666666666666664	0.13333333333333333	0.3333333333333333	1.9333333333333338	1.5333333333333334	1.6	0.13333333333333333	0.5333333333333333
143	155	2000-12-02	Man United	Tottenham	2	0	16	5	8	3	1	0	7	8	H	H	2	1	0	0	1.3	4.0	9.5	00	0	1.4666666666666666	1.4	1.2666666666666666	0.06666666666666667	0.26666666666666666	2.6	0.6666666666666666	1.0	0.0	0.3333333333333333
144	156	2000-12-02	West Ham	Middlesbrough	1	0	14	5	6	3	1	0	17	19	H	H	1	4	0	1	1.57	3.5	5.0	00	0	1.2666666666666666	1.7333333333333334	2.1333333333333333	0.13333333333333333	0.4	1.4	1.1333333333333333	1.8666666666666667	0.06666666666666667	0.26666666666666666
145	157	2000-12-03	Chelsea	Man City	2	1	9	11	7	5	2	0	9	12	H	H	2	0	0	0	1.44	3.5	7.0	00	0	1.1333333333333333	1.8666666666666667	1.8	0.06666666666666667	0.4	1.7333333333333334	1.4666666666666666	2.066666666666667	0.13333333333333333	0.3333333333333333
146	158	2000-12-04	Sunderland	Everton	2	0	24	7	11	2	1	0	16	23	H	H	0	3	0	0	1.75	3.2	4.2	00	0	1.2666666666666666	1.4	1.8666666666666667	0.06666666666666667	0.26666666666666666	1.0	1.0666666666666667	1.9333333333333333	0.06666666666666667	0.2
147	159	2000-12-09	Arsenal	Newcastle	5	0	15	3	10	1	2	0	10	11	H	H	0	3	0	0	1.44	3.6	6.5	00	1	1.125	1.0	0.9375	0.0625	0.25	1.5	0.8125	1.3125	0.125	0.1875
148	160	2000-12-09	Bradford	Tottenham	3	3	13	6	6	4	1	2	6	16	D	A	2	0	0	0	2.62	3.3	2.25	00	1	1.375	1.4375	1.25	0.0625	0.25	0.5625	1.5625	1.5	0.0625	0.125
149	161	2000-12-09	Charlton	Man United	3	3	15	15	8	8	1	2	6	10	D	A	0	1	0	0	6.0	3.4	1.5	00	1	2.5625	0.625	1.0625	0.0	0.3125	1.3125	1.5	1.2499999999999998	0.125	0.3125
150	162	2000-12-09	Chelsea	Derby	4	1	19	5	10	3	3	0	8	14	H	H	0	0	0	0	1.4	3.6	7.5	00	1	1.1875	1.9375000000000002	2.125	0.0625	0.5	1.75	1.4375	2.0625	0.125	0.3125
151	163	2000-12-09	Man City	Everton	5	0	13	14	9	4	3	0	12	12	H	H	0	1	0	0	2.37	3.3	2.5	00	1	1.1875	1.4375	1.9375	0.0625	0.25	1.125	1.875	1.6875	0.0625	0.375
152	164	2000-12-09	Southampton	Leeds	1	0	12	13	3	5	1	0	13	15	H	H	3	4	1	0	2.5	3.3	2.37	00	0	1.4666666666666666	1.4666666666666666	1.5333333333333334	0.06666666666666667	0.4	1.3125	1.75	1.5	0.0	0.4375
153	165	2000-12-09	Sunderland	Middlesbrough	1	0	8	8	5	5	0	0	22	21	H	D	1	3	0	0	1.66	3.3	4.5	00	0	1.1875	1.6875	2.25	0.1875	0.375	1.0625	1.0	1.8125	0.0625	0.1875
154	166	2000-12-09	West Ham	Aston Villa	1	1	13	15	5	4	1	1	14	15	D	D	1	3	0	0	2.1	3.2	3.0	00	0	1.2	0.8666666666666667	1.5333333333333334	0.06666666666666667	0.13333333333333333	1.375	1.0625	1.8125	0.0625	0.25
155	167	2000-12-10	Coventry	Leicester	1	0	12	6	5	1	1	0	11	15	H	H	0	1	0	0	2.75	3.2	2.25	00	0	1.0625	0.75	1.4375	0.0625	0.0625	0.9375	2.0000000000000004	1.625	0.1875	0.25
156	168	2000-12-10	Liverpool	Ipswich	0	1	14	11	5	6	0	1	12	14	A	A	1	3	0	0	1.44	3.6	6.5	00	0	1.4375	1.0625	0.75	0.0	0.1875	2.0000000000000004	1.4375	1.5625	0.125	0.5
157	169	2000-12-16	Aston Villa	Man City	2	2	10	9	5	4	0	0	8	16	D	D	2	1	1	0	1.57	3.25	5.5	00	1	1.3529411764705883	1.7647058823529411	1.588235294117647	0.058823529411764705	0.4117647058823529	1.1875	0.875	1.625	0.0625	0.125
158	170	2000-12-16	Derby	Coventry	1	0	4	14	3	5	1	0	17	10	H	H	1	3	0	0	2.0	3.2	3.2	00	0	0.9411764705882353	1.882352941176471	1.5294117647058822	0.17647058823529413	0.23529411764705882	1.1764705882352942	2.0588235294117645	2.0	0.058823529411764705	0.5294117647058824
159	171	2000-12-16	Everton	West Ham	1	1	15	9	5	4	0	0	10	7	D	D	1	2	0	0	2.25	3.2	2.75	00	0	1.3529411764705883	1.0588235294117647	1.7647058823529411	0.058823529411764705	0.23529411764705882	1.1176470588235294	1.6470588235294117	1.8823529411764706	0.058823529411764705	0.29411764705882354
160	172	2000-12-16	Ipswich	Southampton	3	1	15	13	7	4	0	1	11	12	H	A	1	2	0	0	1.66	3.3	4.5	00	1	1.2941176470588236	1.6470588235294117	1.588235294117647	0.058823529411764705	0.4117647058823529	1.411764705882353	1.0	0.8823529411764706	0.0	0.17647058823529413
161	173	2000-12-16	Leeds	Sunderland	2	0	17	17	8	6	1	0	16	20	H	H	3	4	0	0	1.66	3.3	4.5	00	0	1.0588235294117647	0.9411764705882353	1.7647058823529411	0.058823529411764705	0.17647058823529413	1.375	1.4375	1.6875	0.0625	0.375
162	174	2000-12-16	Leicester	Charlton	3	1	9	12	5	8	1	1	11	16	H	D	1	2	0	0	1.66	3.3	4.5	00	1	1.411764705882353	1.588235294117647	1.176470588235294	0.11764705882352941	0.35294117647058826	1.0	0.7647058823529411	1.411764705882353	0.058823529411764705	0.058823529411764705
163	175	2000-12-16	Middlesbrough	Chelsea	1	0	7	9	4	3	0	0	14	16	H	D	0	2	0	0	3.1	3.1	2.1	00	0	1.8823529411764706	1.411764705882353	1.9411764705882353	0.11764705882352941	0.35294117647058826	1.1176470588235294	1.6470588235294117	2.2941176470588234	0.17647058823529413	0.35294117647058826
164	176	2000-12-16	Newcastle	Bradford	2	1	17	7	6	3	1	0	16	17	H	H	0	2	0	0	1.5	3.6	5.5	00	0	0.7058823529411765	1.6470588235294117	1.5294117647058822	0.058823529411764705	0.17647058823529413	1.0588235294117647	1.2352941176470589	1.0588235294117647	0.058823529411764705	0.29411764705882354
165	177	2000-12-17	Man United	Liverpool	0	1	6	9	4	4	0	1	10	11	A	A	1	0	1	0	1.5	3.4	6.0	00	0	1.882352941176471	1.411764705882353	1.5294117647058822	0.11764705882352941	0.47058823529411764	2.588235294117647	0.7647058823529411	1.0588235294117647	0.0	0.35294117647058826
166	178	2000-12-18	Tottenham	Arsenal	1	1	8	17	4	10	1	0	20	14	D	H	2	1	0	0	2.8	3.2	2.2	00	0	1.7058823529411764	0.7647058823529411	1.2352941176470589	0.11764705882352941	0.23529411764705882	1.4705882352941178	1.5294117647058822	1.1764705882352942	0.058823529411764705	0.29411764705882354
167	179	2000-12-22	Coventry	Southampton	1	1	12	10	5	2	1	0	12	13	D	H	1	1	0	0	2.2	3.2	2.8	00	0	1.2777777777777777	1.7222222222222223	1.6111111111111112	0.05555555555555555	0.4444444444444444	0.8888888888888888	1.8333333333333337	1.6111111111111112	0.16666666666666666	0.2222222222222222
168	180	2000-12-23	Charlton	Everton	1	0	10	10	7	4	1	0	15	21	H	H	1	4	0	0	2.0	3.2	3.2	00	0	1.1111111111111112	1.6111111111111112	1.8333333333333333	0.05555555555555555	0.2777777777777778	1.3888888888888888	1.6666666666666667	1.222222222222222	0.1111111111111111	0.3888888888888889
169	181	2000-12-23	Chelsea	Bradford	3	0	17	7	8	1	1	0	8	12	H	H	0	1	0	0	1.33	4.0	8.0	00	0	0.7222222222222222	1.6666666666666667	1.5555555555555556	0.05555555555555555	0.16666666666666666	1.7777777777777777	1.3888888888888888	1.9444444444444444	0.1111111111111111	0.3333333333333333
170	182	2000-12-23	Derby	Newcastle	2	0	8	8	5	4	1	0	17	16	H	H	1	2	0	0	2.5	3.25	2.4	00	0	1.1111111111111112	1.2222222222222223	1.0	0.05555555555555555	0.2777777777777778	1.1666666666666667	1.9444444444444444	1.9444444444444444	0.05555555555555555	0.5
171	183	2000-12-23	Leeds	Aston Villa	1	2	15	8	5	5	0	1	18	18	A	A	1	4	0	0	1.66	3.3	4.5	00	0	1.2352941176470589	0.9411764705882353	1.6470588235294117	0.11764705882352941	0.17647058823529413	1.411764705882353	1.3529411764705883	1.7647058823529411	0.058823529411764705	0.35294117647058826
172	184	2000-12-23	Leicester	West Ham	2	1	11	11	6	4	1	1	7	5	H	D	1	0	0	0	2.1	3.2	3.0	00	0	1.3333333333333333	1.0555555555555556	1.7777777777777777	0.05555555555555555	0.2222222222222222	1.1111111111111112	0.7777777777777778	1.3888888888888888	0.05555555555555555	0.1111111111111111
173	185	2000-12-23	Liverpool	Arsenal	4	0	12	12	6	6	1	0	18	14	H	H	2	0	0	0	2.2	3.2	2.8	00	1	1.6666666666666667	0.7777777777777778	1.2222222222222223	0.1111111111111111	0.2222222222222222	1.8333333333333337	1.3333333333333333	1.4444444444444444	0.1111111111111111	0.4444444444444444
174	186	2000-12-23	Man United	Ipswich	2	0	20	5	4	3	2	0	7	8	H	H	0	1	0	0	1.28	4.5	8.0	00	0	1.5	1.0	0.8888888888888888	0.0	0.2222222222222222	2.4444444444444446	0.7777777777777778	1.0555555555555556	0.05555555555555555	0.3333333333333333
175	187	2000-12-23	Sunderland	Man City	1	0	9	9	5	3	1	0	14	18	H	H	2	2	0	0	1.57	3.5	5.0	00	0	1.3888888888888888	1.7777777777777777	1.5555555555555556	0.05555555555555555	0.4444444444444444	1.0	1.0	1.8888888888888888	0.05555555555555555	0.16666666666666666
176	188	2000-12-23	Tottenham	Middlesbrough	0	0	16	5	8	0	0	0	22	13	D	D	2	3	0	0	1.57	3.5	5.0	00	0	1.1111111111111112	1.5555555555555556	2.1666666666666665	0.16666666666666666	0.3333333333333333	1.4444444444444444	1.5	1.2222222222222223	0.05555555555555555	0.2777777777777778
177	189	2000-12-26	Arsenal	Leicester	6	1	27	2	15	2	1	0	14	11	H	H	0	0	0	0	1.4	3.6	7.5	00	1	1.1578947368421053	0.7894736842105263	1.368421052631579	0.05263157894736842	0.10526315789473684	1.5789473684210527	0.9473684210526315	1.1578947368421053	0.10526315789473684	0.2631578947368421
178	190	2000-12-26	Aston Villa	Man United	0	1	6	14	3	3	0	0	15	16	A	D	1	2	0	0	3.75	3.3	1.8	00	0	2.4210526315789473	0.7368421052631579	1.0	0.05263157894736842	0.3157894736842105	1.2777777777777777	0.9444444444444444	1.7777777777777777	0.1111111111111111	0.16666666666666666
179	191	2000-12-26	Bradford	Sunderland	1	4	11	16	3	11	0	1	17	17	A	A	2	0	0	0	2.62	3.3	2.25	00	1	1.0	0.9473684210526315	1.894736842105263	0.05263157894736842	0.15789473684210525	0.6842105263157895	1.736842105263158	1.5263157894736843	0.05263157894736842	0.15789473684210525
180	192	2000-12-26	Everton	Coventry	1	2	17	10	9	5	0	0	14	16	A	D	2	1	0	0	1.66	3.4	4.33	00	0	0.8947368421052632	1.7894736842105268	1.5789473684210527	0.15789473684210525	0.21052631578947367	1.0526315789473684	1.5789473684210527	1.9473684210526316	0.05263157894736842	0.2631578947368421
181	193	2000-12-26	Ipswich	Chelsea	2	2	19	7	13	4	1	2	5	9	D	A	0	4	0	0	2.3	3.1	2.75	00	1	1.8421052631578947	1.3157894736842106	1.8421052631578947	0.10526315789473684	0.3157894736842105	1.4210526315789473	1.0526315789473684	0.8947368421052632	0.0	0.21052631578947367
182	194	2000-12-26	Man City	Derby	0	0	15	14	7	3	0	0	15	14	D	D	2	2	0	0	1.9	3.25	3.4	00	0	1.2105263157894737	1.8421052631578947	1.894736842105263	0.05263157894736842	0.47368421052631576	1.3157894736842106	1.736842105263158	1.5789473684210527	0.05263157894736842	0.42105263157894735
183	195	2000-12-26	Middlesbrough	Liverpool	1	0	7	11	2	5	1	0	7	9	H	H	2	2	0	0	3.75	3.2	1.83	00	0	1.9473684210526319	1.263157894736842	1.4736842105263157	0.10526315789473684	0.47368421052631576	1.0526315789473684	1.4736842105263157	2.210526315789474	0.15789473684210525	0.3157894736842105
184	196	2000-12-26	Newcastle	Leeds	2	1	13	8	4	5	2	1	23	17	H	H	4	2	0	0	2.37	3.3	2.5	00	0	1.3888888888888888	1.3888888888888888	1.7222222222222223	0.05555555555555555	0.3333333333333333	1.0526315789473684	1.263157894736842	1.0526315789473684	0.05263157894736842	0.2631578947368421
185	197	2000-12-26	West Ham	Charlton	5	0	17	12	10	8	3	0	19	11	H	H	1	0	0	0	1.61	3.6	4.33	00	1	1.368421052631579	1.5789473684210527	1.2105263157894735	0.10526315789473684	0.3684210526315789	1.3157894736842106	1.105263157894737	1.6842105263157894	0.05263157894736842	0.21052631578947367
186	198	2000-12-27	Southampton	Tottenham	2	0	17	7	6	2	2	0	17	13	H	H	1	3	0	0	2.37	3.1	2.62	00	0	1.368421052631579	1.4210526315789473	1.263157894736842	0.05263157894736842	0.2631578947368421	1.263157894736842	1.6842105263157894	1.5789473684210527	0.05263157894736842	0.42105263157894735
187	199	2000-12-30	Arsenal	Sunderland	2	2	17	14	9	7	2	0	14	18	D	H	0	3	0	0	1.36	3.75	8.0	00	1	1.15	0.95	1.8	0.05	0.2	1.8	0.95	1.1	0.1	0.3
188	200	2000-12-30	Ipswich	Tottenham	3	0	18	6	9	3	1	0	13	17	H	H	0	0	0	0	1.9	3.25	3.4	00	0	1.3	1.45	1.35	0.05	0.25	1.45	1.1	0.85	0.0	0.25
189	201	2000-12-30	Man City	Charlton	1	4	8	13	1	8	0	2	11	14	A	A	1	2	0	0	1.8	3.3	3.75	00	1	1.3	1.75	1.15	0.1	0.4	1.25	1.65	1.6	0.05	0.4
190	202	2000-12-30	Middlesbrough	Coventry	1	1	14	9	6	3	0	1	9	16	D	A	1	3	0	0	1.66	3.4	4.33	00	0	0.95	1.7500000000000004	1.55	0.15	0.2	1.05	1.4	2.2	0.15	0.3
191	203	2000-12-30	Newcastle	Man United	1	1	14	8	4	6	0	1	13	10	D	A	2	3	0	0	3.75	3.3	1.8	00	0	2.35	0.7	1.05	0.05	0.3	1.1	1.25	1.2	0.05	0.25
192	204	2000-12-30	Southampton	Derby	1	0	10	9	5	5	0	0	17	10	H	D	0	2	0	0	1.83	3.3	3.6	00	0	1.15	1.75	1.9	0.05	0.45	1.3	1.6	1.55	0.05	0.4
193	205	2001-01-01	Charlton	Arsenal	1	0	9	10	4	5	1	0	15	12	H	H	1	1	0	0	3.4	3.25	1.9	00	0	1.8095238095238095	1.0	1.0476190476190477	0.09523809523809523	0.3333333333333333	1.4285714285714286	1.7142857142857142	1.1904761904761905	0.09523809523809523	0.42857142857142855
194	206	2001-01-01	Chelsea	Aston Villa	1	0	13	7	5	3	1	0	15	19	H	H	0	1	0	0	1.61	3.25	5.0	00	0	1.2105263157894737	0.9473684210526315	1.736842105263158	0.10526315789473684	0.15789473684210525	1.85	1.35	1.95	0.1	0.35
195	207	2001-01-01	Coventry	Man City	1	1	19	10	9	5	0	0	16	15	D	D	1	2	0	0	1.8	3.3	3.75	00	0	1.2380952380952381	1.7619047619047619	1.5714285714285714	0.047619047619047616	0.42857142857142855	0.9523809523809523	1.7142857142857146	1.619047619047619	0.14285714285714285	0.19047619047619047
196	208	2001-01-01	Derby	Everton	1	0	7	9	3	6	1	0	9	18	H	H	2	3	0	0	1.83	3.3	3.6	00	0	1.05	1.6	1.95	0.05	0.25	1.0952380952380953	1.7142857142857142	1.9047619047619047	0.047619047619047616	0.42857142857142855
197	209	2001-01-01	Leeds	Middlesbrough	1	1	16	5	5	3	0	1	14	15	D	A	2	3	0	0	1.57	3.25	5.5	00	0	1.0476190476190477	1.380952380952381	2.142857142857143	0.14285714285714285	0.2857142857142857	1.368421052631579	1.4210526315789473	1.736842105263158	0.05263157894736842	0.3157894736842105
198	210	2001-01-01	Leicester	Bradford	1	2	9	8	3	4	1	2	11	14	A	A	0	3	0	0	1.4	3.6	7.5	00	0	0.7	1.85	1.55	0.05	0.2	1.15	1.05	1.3	0.05	0.15
